#s:18|Lift (Fourth Floor) |The background music in this lift is remarkably relaxing.|lift|-1|-1|14|-1|-1|18|1|0|                           Balcony: 4[x]|                          Cleaning: 3[ ]|                            Suites: 2[ ]|                             Rooms: 1[ ]|                         Hall/Cafe: 0[ ]|
#s:13| | | |-1|-1|-1|-1|-1|-1|-1|-1

Objetos:
Fijos:
#o:1|Minibar|5|This minibar is full of Boticola bottles. "Boti Inc." must make a    fortune with this hotel alone.|0|0|0|0|0|0|It's time to try one of these Boticolas. But the label is badly stuck...|
#o:2|CleaningCart|3|This cart has towels, a couple Boticola bottles and set of keys.|0|0|0|0|0|0|It's time to try one of these Boticolas. But the label is badly stuck...|
#o:3|Minibar3|21|This minibar is full of Boticola bottles. Some of them don't have a label on them.|0|0|0|0|0|0|This minibar is full of Boticola bottles. Some of them don't have a label on them.|
#o:4|Bed|5|This bed is so comfortable I could sleep here forever, but I must go on with the case!|0|0|0|0|0|0|My bed is clean and ready-made, thanks to the cleaning service|
#o:5|Bed7|7|This bed is ready-made. I bet the cleaning staff have just been      over this room.|0|0|0|0|0|0|This bed is ready-made. I bet the cleaning staff have just been      over this room.|
#o:6|Cama21|21|Holy smokes! This bed looks like Harambe had a feast in here!       It's completely un-made!|0|0|0|0|0|0|Holy smokes! This bed looks like Harambe had a feast in here!        It's completely un-made!|
#o:7|RubbishBin5|5|A gentleman must even check rubbish-bins for evidence! This one is empty though...|0|0|0|0|0|0|A gentleman must even check rubbish-bins for evidence! This one is empty though...|
#o:8|RubbishBin7|7|This bin is full of notes! It seems there's a lighter in there as   well... It may come in handy later on.|0|0|0|0|0|0|This bin is full of notes! |
#o:9|Notepad|7|This notepad belongs to a man by the name of Hershel L.             I don't think it will be useful for our case, though...|0|0|0|0|0|0|This notepad belongs to a man by the name of Hershel L.|
#o:10|RubbishBin|21|Oh! There's a note in the rubbish-bin! Let's see what it says.|0|0|0|0|0|0|There's a note in the rubbish-bin!|
#o:11|Portrait|7|This picture shows a gentleman wearing a top-hat and a kid wearing   a blue jacket.|0|0|0|0|0|0|This picture shows a gentleman wearing a top-hat and a kid wearing   a blue jacket.|
#o:12|WC|9|I don't quite need to use the toilet right now.|0|0|0|0|0|0|I don't quite need to use the toilet right now.|
Portables:
#o:13|CricketStick|24|It looks like a regular cricket stick, but I'd rather have a closer look at it, just in case...|1|0|0|0|0|0|Hmm... This stick feels extremely sticky! No pun intended...|
#o:14|Map|1|A hotel map! I should keep it with me so I don't get lost.|1|0|0|0|0|0|The map includes a sketch of each floor in the hotel. It can be     opened with the command "showmap" (or "sm")|
#o:15|Key|3|If only I could get the key that opens every room... That would be useful for the investigation.|1|0|1|21|1|0|It doesn't seem to open every room, but I'm sure we'll find out     soon which door this key opens.|

#o:16|Notebook|1|Having a notebook is very important for a private detective!       Let's pick this one up.|1|1|0|0|0|0|Having a notebook is very important for a private detective!         I'll write down notes, deductions and guessings here.|

#o:17|Lighter|7|This lighter looks pretty ordinary. It may be useful later on.|1|0|1|0|0|0|Ordinary lighter|
#o:18|Note|21|To read the note, I'll have to get it out of the rubbish-bin|1|0|1|0|1|0|The note says "hay que barrer hacia dentro". If only I knew how to   speak Spanish...|
#o:19|Wardrobe|11|The wardrobe is closed but I bet there's just a couple more brooms in there.|0|0|0|0|1|0|The cleaning staff left the wardrobe open. What a coincidence,      indeed. Should I check what's inside?|
#o:20|Window|5|The window looks out on the backyard.|0|0|0|0|0|0| - THOSE COMPUTERS ARE TOO SLOW! I NEED MORE MINING TIME, FERNANDO!"  - Do whatever you need, I want the money tonight, Zackary James.|



links:
piso 0
#l:1|CafeteriaDoor|1|2|1|
#l:12|LiftDoor0|1|14|1|
piso 1
#l:2|Corridor|3|4|1|
#l:3|D101|3|5|1|
#l:4|BathroomDoor1|5|9|1|
#l:5|D102|3|6|1|
#l:6|BathroomDoor2|7|10|1|
#l:7|D103|4|7|1|
#l:8|D104|4|8|1|
#l:13|LiftDoor1|3|15|1|
piso 2
#l:19|LiftDoor2|16|19|1|
#l:20|D201|20|19|1|
#l:21|D202|21|19|1|
piso 3
#l:9|Wardrobe|11|12|1|
#l:22|LiftDoor3|17|11|1|
piso 4
#l:10|D401|22|23|1|
#l:11|HiddenCricket|23|24|0|
#l:14|LiftDoor4|18|22|1|
ascensor:
#l:15|piso0-piso1|14|15|1|
#l:16|piso1-piso2|15|16|1|
#l:17|piso2-piso3|16|17|1|
#l:18|piso3-piso4|17|18|1|
